CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
02.932.074/0001-91;2025-12-31;2;149648;HYPERA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;10920533.43;2820994.33;5071110.16;O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão, apurado mensalmente.O número de membros de cada órgão corresponde à média anual do número de membros de cada órgão aos quais foram atribuídas remunerações reconhecidas no resultado do exercício, apurado mensalmente.Os valores descritos na linha indicada da tabela acima foram apurados sem qualquer exclusão de membros, considerando todas as remunerações reconhecidas no resultado da Companhia no exercício social. Os valores descritos se referem a membros que exerceram os respectivos cargos durante os 12 meses do exercício social.O cálculo dos valores descritos na linha indicada da tabela acima leva em consideração apenas membros da Administração que exerceram o cargo durante os 12 meses do exercício social (janeiro a dezembro). Na apuração do valor da menor remuneração individual, foram considerados 9 membros no Conselho de Administração e 5 membros na Diretoria Estatutária.Os valores da tabela acima não consideram encargos sociais.
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2024-01-01;2024-12-31;Conselho de Administração;3.00;2.00;360000.00;150000.00;422250.00;Um dos membros do Conselho de Administração não foi remunerado por esta função
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;3900000.00;1500000.00;2771035.32;
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2024-01-01;2024-12-31;Conselho Fiscal;3.00;3.00;109800.00;109800.00;109800.00;
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;5000000.00;1800000.00;3397154.95;
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;109800.00;109800.00;109800.00;
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2023-01-01;2023-12-31;Conselho de Administração;2.50;1.67;180000.00;128000.00;413772.46;Em 2023, um dos membros do Conselho de Administração não foi remunerado por esta função e certos membros do conselho de administração exerceram funções por 12 meses.
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2022-01-01;2022-12-31;Conselho de Administração;3.42;3.42;360000.00;360000.00;392251.46;
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;5100000.00;1700000.00;3414001.57;
02.950.811/0001-89;2025-12-31;3;149649;PDG REALTY S.A. EMPREEND E PARTICIPACOES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;109800.00;109800.00;109800.00;
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.17;6.17;231000.00;115500.00;173250.00;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.33;1.67;1764586.23;1259276.51;1511931.37;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.08;3.08;161999.67;8472.00;85235.84;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.25;2.00;399126.13;389037.98;394082.05;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.92;1.50;1735684.16;1281429.52;1508556.84;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;6.00;231000.00;115500.00;173250.00;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.25;2.00;374674.16;354641.11;364657.63;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;2.00;1934838.23;1584637.93;1759738.08;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.301/0001-81;2025-12-31;1;149106;RIO PARANAPANEMA ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;218750.00;109375.00;164062.50;Sem considerar encargos no valor final, conforme guia de orientação da CVM
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2024-01-01;2024-12-31;Conselho de Administração;7.50;7.50;233522.36;231306.39;231429.71;
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2024-01-01;2024-12-31;Diretoria Estatutária;4.50;4.50;4482806.69;1692428.96;2760428.97;
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2024-01-01;2024-12-31;Conselho Fiscal;5.00;5.00;129150.00;129150.00;129150.00;
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2023-01-01;2023-12-31;Conselho Fiscal;5.00;5.00;118950.00;118950.00;118950.00;O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os membros do Conselho Fiscal permaneceram 12 meses no cargo do período em referência, exceto um Conselheiro que permaneceu por 3 meses, e seu substituto que permaneceu por 9 meses. Os valores de remuneração mínima dos membros do Conselho Fiscal foram apurados com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses, em linha com o disposto no Ofício Circular Anual CVM/SEP 2024.
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2023-01-01;2023-12-31;Conselho de Administração;8.25;8.25;226986.00;220500.00;222524.11;O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os membros do Conselho de Administração permaneceram 12 meses no cargo do período em referência, exceto três Conselheiros que foram eleitos em abril/2023 e permaneceram por 9 meses e um Conselheiro que permaneceu por 3 meses, e seu substituto que permaneceu por 9 meses. Os valores de remuneração mínima dos membros do Conselho de Administração foram apurados com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses, em linha com o disposto no Ofício Circular Anual CVM/SEP 2024.
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;4240892.81;1317209.36;2221263.64;O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os membros da Diretoria permaneceram 12 meses no cargo do período em referência.
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;216325.64;206490.00;215601.81;O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os membros do Conselho de Administração permaneceram 12 meses no cargo do período em referência, exceto dois Conselheiros que permaneceram por 3 meses, dois que permaneceram por 9 meses, um que permaneceu por 7 meses e um que permaneceu por 5 meses. Os valores de remuneração mínima dos membros do Conselho de Administração foram apurados com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses, em linha com o disposto no Ofício Circular Anual CVM/SEP 2024.
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;3641527.92;1184058.44;1994756.86;O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os membros da Diretoria permaneceram 12 meses no cargo do período em referência.
02.998.611/0001-04;2025-12-31;1;148710;ISA ENERGIA BRASIL;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;109500.00;109500.00;109500.00;O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os membros do Conselho Fiscal permaneceram 12 meses no cargo do período em referência, exceto dois Conselheiros que permaneceram por 7 meses, e seus substitutos que permaneceram por 5 meses. Os valores de remuneração mínima dos membros do Conselho Fiscal foram apurados com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses, em linha com o disposto no Ofício Circular Anual CVM/SEP 2024.
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;827387.00;266512.00;413746.00;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo e remuneração média foram considerados 8,00 membros
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;8.00;864760.43;336836.99;423677.76;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo e remuneração média foram considerados 8,00 membros
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;2829143.65;1198551.41;2029105.73;
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;2.33;135325.78;135325.78;135325.78;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo de remuneração média foram considerados 2,00 membros, os membros titulares que recebem remuneração, sendo excluídos para fins de quantia os membros suplentes.
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;319165.44;319165.44;319165.44;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo de remuneração média foram considerados 3,00 membros, os membros titulares que recebem remuneração, sendo excluídos para fins de quantia os membros suplentes.
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;3768070.93;1395616.35;1992331.11;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo e remuneração média foram considerados 4 membros
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;926757.28;360976.20;379809.01;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo e remuneração média foram considerados 8,00 membros
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;98546.33;98546.33;98546.33;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo e remuneração média foram considerados 3,00 membros
03.014.553/0001-91;2025-12-31;2;149276;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;2929139.75;803549.05;1647141.00;O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que exerceram o cargo por menos de 12 meses. Para fins de cálculo e remuneração média foram considerados 4 membros
03.220.438/0001-73;2025-12-31;3;149417;EQUATORIAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.58;1.00;11739284.21;11739284.21;11739284.21;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
03.220.438/0001-73;2025-12-31;3;149417;EQUATORIAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.17;6.50;1484039.91;240000.00;680621.52;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
03.220.438/0001-73;2025-12-31;3;149417;EQUATORIAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;144000.00;144000.00;144000.00;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
03.220.438/0001-73;2025-12-31;3;149417;EQUATORIAL S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.50;7.50;3168770.60;660000.00;1023000.21;O valor da menor remuneração foi apurado com a exclusão de membros que tenham exercido o cargo por menos de 12 meses. O membro que recebeu o valor da maior remuneração anual individual exerceu suas funções na Companhia durante os 12 meses do exercício social.
