CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;14424988.99;9616659.32;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;10279476.12;6852984.08;2477720.08
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;0.00;10480081.43;6986720.95;5875300.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.342.704/0001-30;2025-12-31;1;148534;PETRORECÔNCAVO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;8204422.20;5469614.80;4226850.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;8.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho de Administração;9.00;9.00;1250000.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;644356.68;5956500.00;644356.68;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;16.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.83;524944.00;4080567.60;524944.00;1052230.72;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;11.00;8.00;1250000.00;2500000.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;9.00;5.58;507719.45;5063025.00;507719.45;1790852.20;0.00;0.00;0.00;0.00
03.378.521/0001-75;2025-12-31;2;149582;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2023-01-01;2023-12-31;Conselho de Administração;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;1061482.86;5307414.32;4245931.45;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2025-01-01;2025-12-31;Conselho de Administração;4.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2025-01-01;2025-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;1117491.43;5587457.14;4469965.71;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2025-01-01;2025-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2024-01-01;2024-12-31;Conselho de Administração;4.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.00;0.00;0.00;0.00;1129723.90;5648619.48;4518895.59;3518272.52
03.467.321/0001-99;2025-12-31;2;149524;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;2024-01-01;2024-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2024-01-01;2024-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;800022.95;1333371.59;1333371.59;1066697.27;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;841460.39;1402433.99;1402433.99;1121947.19;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2023-01-01;2023-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;818845.31;1091793.74;1091793.74;1091793.74;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2022-01-01;2022-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2025-01-01;2025-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;130147.56;216912.60;216912.60;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2025-12-31;2;149357;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2025-01-01;2025-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;1601631.08;3831701.71;6214382.12;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.33;4.33;1061631.08;2443373.12;2443373.12;1934964.41;0.00;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.92;6.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2025-12-31;2;149302;CLEAR SALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;4.92;0.00;1225319.50;0.00;3994737.00;1551837.38;4396872.57;2586395.63;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;7.00;0.00;3360000.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.00;3695640.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2025-01-01;2025-12-31;Conselho Fiscal;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;1.00;0.00;0.00;0.00;3000000.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;1.00;0.00;2751120.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;0.00;0.00;0.00;4069050.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2025-12-31;1;148530;BRADESPAR S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;19048677.94;54424794.12;27212397.06;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;18120241.59;51772118.84;25886059.42;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;17210432.13;49172663.24;24586331.62;20005122.75
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;23396636.25;66847532.14;33423766.07;0.00
03.853.896/0001-40;2025-12-31;1;148759;MARFRIG GLOBAL FOODS S.A.;2025-01-01;2025-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;625000.00;625000.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2025-12-31;1;148932;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.00;1250000.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.33;0.00;0.00;637612.35;200000.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2025-12-31;1;149177;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;983919.84;2951759.52;1967839.68;1967469.72;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.58;2.58;765254.81;2295764.42;1530509.61;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;2.50;597517.22;1792551.65;1195034.43;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2025-12-31;1;148581;BIONEXO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;610509.24;2442036.96;1221018.48;621728.27;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2025-01-01;2025-12-31;Conselho de Administração;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;3995160.00;9987900.00;6658600.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2025-01-01;2025-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;12.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;3671215.68;9178039.20;6118692.80;6842315.76
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;2402212.20;12011061.00;8007374.00;5403733.93
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;3.33;1949099.23;1949099.23;1949099.23;1949099.23;219025.50;1095127.50;730085.00;982782.00
04.149.454/0001-80;2025-12-31;1;148440;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2025-12-31;1;148880;VOKE S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2025-12-31;1;148880;VOKE S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;360.00;395397.45;0.00;0.00
04.212.396/0001-91;2025-12-31;1;148880;VOKE S.A.;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2025-12-31;1;148880;VOKE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;360.00;168862.91;0.00
04.212.396/0001-91;2025-12-31;1;148880;VOKE S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
