CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;3281313.22;Conselho de Administração;3.92;908951.48;3.92;844794.68;64156.80;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;5067910.19;Conselho Fiscal;4.00;132803.04;4.00;132803.04;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;5067910.19;Diretoria Estatutária;2.00;4084169.69;2.00;203680.44;50497.88;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;3829991.37;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2024-01-01;2024-12-31;5067910.19;Conselho de Administração;3.00;850937.46;3.00;782749.68;68187.78;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;5125613.00;Conselho Fiscal;4.00;133000.00;4.00;133000.00;0.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2022-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;5125613.00;Diretoria Estatutária;2.00;4134613.00;2.00;214000.00;56000.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;3864613.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2022-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
02.193.750/0001-52;2025-12-31;1;148756;DEXXOS PARTICIPAÇÕES S.A.;2025-01-01;2025-12-31;5125613.00;Conselho de Administração;3.00;858000.00;3.00;783000.00;75000.00;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2022-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2022-01-01;2022-12-31;5451543.68;Diretoria Estatutária;3.00;4062543.68;3.00;2124000.00;58468.32;0.00;0.00;N/A;542157.44;1337917.92;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros da Diretoria Estatutária da Companhia foi calculado em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2022-01-01;2022-12-31;5451543.68;Conselho de Administração;5.00;1389000.00;4.00;1116000.00;0.00;180000.00;0.00;N/A;93000.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração da Companhia foi calculado em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2023-01-01;2023-12-31;4566358.58;Conselho de Administração;5.00;1425984.52;4.00;1227600.00;384.52;198000.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração da Companhia foi calculado em linha com as disposições do Ofício - Circular CVM/SNC/SEP n° 01/2023.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2023-01-01;2023-12-31;4566358.58;Diretoria Estatutária;3.00;3140374.06;3.00;2336400.00;26367.66;0.00;0.00;N/A;194700.00;582906.40;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros da Diretoria Estatutária da Companhia foi calculado em linha com as disposições do Ofício - Circular CVM/SNC/SEP n° 01/2023.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2024-01-01;2024-12-31;5612781.47;Diretoria Estatutária;3.00;4141478.88;3.00;2803680.00;186746.08;0.00;0.00;N/A;187440.00;963612.80;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros da Diretoria Estatutária da Companhia foi calculado em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2024-01-01;2024-12-31;5612781.47;Conselho de Administração;5.00;1471302.59;4.00;1262992.50;410.09;207900.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração da Companhia foi calculado em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2025-01-01;2025-12-31;10111603.24;Conselho de Administração;5.00;1055487.68;4.00;880415.00;436.68;174636.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros do Conselho de Administração da Companhia foi calculado em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP.
02.255.187/0001-08;2025-12-31;1;148707;UNIFIQUE TELECOMUNICAÇÕES S.A.;2025-01-01;2025-12-31;10111603.24;Diretoria Estatutária;5.41;9056115.56;5.41;4302025.87;684392.85;0.00;0.00;N/A;344717.12;3082854.72;0.00;0.00;0.00;N/A;0.00;0.00;642125.00;O número de membros da Diretoria Estatutária da Companhia foi calculado em linha com as disposições do Ofício Circular Anual 2025 CVM/SEP
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2023-01-01;2023-12-31;74880.00;Conselho de Administração;3.00;43344.00;3.00;43344.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2023-01-01;2023-12-31;74880.00;Diretoria Estatutária;2.00;31536.00;2.00;31536.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2024-01-01;2024-12-31;67776.00;Diretoria Estatutária;2.00;33888.00;2.00;33888.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2024-01-01;2024-12-31;67776.00;Conselho de Administração;3.00;33888.00;3.00;33888.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2025-01-01;2025-12-31;72864.00;Diretoria Estatutária;2.00;36432.00;2.00;36432.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0
02.258.422/0001-97;2025-12-31;1;148315;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2025-01-01;2025-12-31;72864.00;Conselho de Administração;3.00;36432.00;3.00;36432.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.281.836/0001-37;2025-12-31;1;148717;TRANSNORDESTINA LOGISTICA SA;2023-01-01;2023-12-31;6762000.00;Diretoria Estatutária;2.00;6762000.00;2.00;6762000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2022-01-01;2022-12-31;2056078.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2024-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2022-01-01;2022-12-31;2056078.00;Diretoria Estatutária;3.00;2056078.00;1.00;907927.00;65932.00;0.00;0.00;;0.00;698295.00;0.00;0.00;0.00;;49890.00;334034.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2024-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2023-01-01;2023-12-31;894364.00;Diretoria Estatutária;3.00;894364.00;0.33;308815.00;12674.00;0.00;0.00;;0.00;392355.00;0.00;0.00;0.00;;0.00;0.00;180520.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2024-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2023-01-01;2023-12-31;894364.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2024-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2024-01-01;2024-12-31;0.00;Diretoria Estatutária;3.50;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2025-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2024-01-01;2024-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2025-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2025-01-01;2025-12-31;0.00;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2025-CVM/SEP
02.286.479/0001-08;2025-12-31;2;149395;LOCALIZA FLEET S.A.;2025-01-01;2025-12-31;0.00;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros de cada órgão foi apurado da forma especificada no Ofício Circular/Anual-2025-CVM/SEP
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022-01-01;2022-12-31;61088.02;Diretoria Estatutária;2.00;61088.02;1.00;56563.02;4525.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Diretora Financeira e de Relação com Investidores renunciou a percepção de remuneração
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022-01-01;2022-12-31;61088.02;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;os conselheiros renunciaram a percepção de remuneração;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023-01-01;2023-12-31;64728.07;Diretoria Estatutária;2.00;64728.07;1.00;59933.49;4794.58;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Diretora Financeira e de Relação com Investidores renunciou a percepção de remuneração
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023-01-01;2023-12-31;64728.07;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2024-01-01;2024-12-31;63800.00;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2024-01-01;2024-12-31;63800.00;Diretoria Estatutária;2.00;63800.00;1.00;59000.00;4800.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Diretora Financeira e de Relação com Investidores renunciou a percepção de remuneração na Reunião do Conselho de Administração realizada em 10/05/2024
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2025-01-01;2025-12-31;66885.69;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.291.077/0001-93;2025-12-31;3;149273;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2025-01-01;2025-12-31;66885.69;Diretoria Estatutária;2.00;66885.69;1.00;61931.21;4954.48;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2022-01-01;2022-12-31;4013000.00;Conselho de Administração;6.00;48000.00;1.00;40000.00;0.00;0.00;8000.00;Refere-se a encargos sociais.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2022-01-01;2022-12-31;4013000.00;Diretoria Estatutária;7.00;3965000.00;6.00;2056007.66;174177.94;0.00;575682.14;Refere-se a encargos sociais.;848550.00;0.00;0.00;237594.00;0.00;Refere-se a encargos sociais;72988.26;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2023-01-01;2023-12-31;5667436.39;Conselho de Administração;6.00;50432.00;1.00;41800.00;0.00;0.00;8632.00;Refere-se a encargos sociais.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2023-01-01;2023-12-31;5667436.39;Diretoria Estatutária;7.00;5617004.39;6.33;2118407.49;163036.27;0.00;1169067.41;Refere-se a encargos sociais.;866180.84;0.00;0.00;0.00;0.00;Refere-se a encargos sociais;90100.44;0.00;1210211.94;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2024-01-01;2024-12-31;5747225.00;Conselho de Administração;6.00;51136.00;1.00;40800.00;0.00;0.00;10336.00;Refere-se a encargos sociais;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2024-01-01;2024-12-31;5747225.00;Diretoria Estatutária;7.00;5696089.00;6.00;2239409.00;119169.00;0.00;1267496.00;Refere-se a encargos sociais;942955.00;0.00;0.00;0.00;0.00;0;81245.00;0.00;1045815.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2025-01-01;2025-12-31;5260000.00;Conselho de Administração;6.00;55000.00;1.00;45833.33;0.00;0.00;9166.67;Refere-se a encargos sociais;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP
02.302.100/0001-06;2025-12-31;2;149437;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2025-01-01;2025-12-31;5260000.00;Diretoria Estatutária;7.00;5205000.00;7.00;2621852.00;213945.00;0.00;734119.00;Refere-se a encargos sociais;1142165.00;0.00;0.00;319805.00;0.00;0;173114.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2022-01-01;2022-12-31;4048424.01;Conselho Fiscal;5.00;285210.90;5.00;285210.90;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Os números de membros de cada órgão foram apurados de acordo com o especificado no Ofício Circular Anual 2024 CVM/SEP. O percentual de encargos de INSS empregador é de 20%.
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2022-01-01;2022-12-31;4048424.01;Diretoria Estatutária;4.00;2713708.94;4.00;1170096.52;181620.04;0.00;0.00;N/A;673975.60;688016.78;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Os números de membros de cada órgão foram apurados de acordo com o especificado no Ofício Circular Anual 2024 CVM/SEP.2. Os benefícios lançados são relativos à Assistência Médica e Vale Refeição. O percentual de encargos de INSS e FGTS empregador é de 28%.
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2022-01-01;2022-12-31;4048424.01;Conselho de Administração;11.00;1049504.17;11.00;1049504.17;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Os números de membros de cada órgão foram apurados de acordo com o especificado no Ofício Circular Anual 2024 CVM/SEP. O percentualde encargos de INSS empregador é de 20%
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2023-01-01;2023-12-31;5699730.52;Conselho de Administração;11.00;1393861.49;11.00;1393861.49;0.00;0.00;0.00;INSS empregador;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Os números de membros de cada órgão foram apurados de acordo com o especificado no Ofício Circular Anual 2024 CVM/SEP. O percentual de encargos de INSS Empregador é de 20%.
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2023-01-01;2023-12-31;5699730.52;Diretoria Estatutária;4.00;3910413.15;4.00;1711266.43;177219.60;0.00;0.00;N/A;1010963.56;1010963.56;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Os números de membros de cada órgão foram apurados de acordo com o especificado no Ofício Circular Anual 2024 CVM/SEP. Os benefícios lançados são relativos à Assistência Médica e Vale Refeição. O percentual de encargos de INSS e FGTS empregador é de 28%.
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2023-01-01;2023-12-31;5699730.52;Conselho Fiscal;5.00;395455.88;5.00;395455.88;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;Os números de membros de cada órgão foram apurados de acordo com o especificado no Ofício Circular Anual 2024 CVM/SEP. O percentual de encargos de INSS empregador é de 20%.
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2025-01-01;2025-12-31;15282675.03;Conselho de Administração;9.00;1755000.00;9.00;1755000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2025-01-01;2025-12-31;15282675.03;Diretoria Estatutária;6.00;13270985.22;6.00;6230000.00;386963.42;0.00;0.00;N/A;6259236.24;0.00;0.00;0.00;0.00;N/A;394785.56;0.00;0.00;N/A
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2025-01-01;2025-12-31;15282675.03;Conselho Fiscal;3.00;256689.81;3.00;256689.81;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2024-01-01;2024-12-31;6291021.27;Conselho de Administração;10.02;1368472.80;10.02;1368472.80;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2024-01-01;2024-12-31;6291021.27;Diretoria Estatutária;3.75;4551774.28;3.75;2358695.69;171151.47;0.00;0.00;N/A;1010963.56;1010963.56;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
02.302.101/0001-42;2025-12-31;2;149451;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2024-01-01;2024-12-31;6291021.27;Conselho Fiscal;4.03;370774.19;4.03;370774.19;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
